taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (Grauer's),structural_zero (Mountain),structural_zero (Western)
GO:0009308: [BP] amine metabolic process,119,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009312: [BP] oligosaccharide biosynthetic process,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009372: [BP] quorum sensing,104,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009394: [BP] 2-deoxyribonucleotide metabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0009395: [BP] phospholipid catabolic process,592,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0009396: [BP] folic acid-containing compound biosynthetic process,45,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009398: [BP] FMN biosynthetic process,172,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009399: [BP] nitrogen fixation,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009401: [BP] phosphoenolpyruvate-dependent sugar phosphotransferase system,422,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009403: [BP] toxin biosynthetic process,65,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009405: [BP] pathogenesis,253,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009408: [BP] response to heat,71,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009409: [BP] response to cold,55,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009411: [BP] response to UV,388,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009423: [BP] chorismate biosynthetic process,183,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009432: [BP] SOS response,156,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009435: [BP] NAD biosynthetic process,24,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009436: [BP] glyoxylate catabolic process,46,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009437: [BP] carnitine metabolic process,59,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009439: [BP] cyanate metabolic process,172,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009442: [BP] allantoin assimilation pathway,78,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009443: [BP] pyridoxal 5-phosphate salvage,406,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009446: [BP] putrescine biosynthetic process,160,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009447: [BP] putrescine catabolic process,175,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009448: [BP] gamma-aminobutyric acid metabolic process,207,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009450: [BP] gamma-aminobutyric acid catabolic process,53,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009451: [BP] RNA modification,314,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009584: [BP] detection of visible light,386,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009605: [BP] response to external stimulus,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009607: [BP] response to biotic stimulus,256,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009611: [BP] response to wounding,59,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009636: [BP] response to toxic substance,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009697: [BP] salicylic acid biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0009712: [BP] catechol-containing compound metabolic process,405,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009750: [BP] response to fructose,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009758: [BP] carbohydrate utilization,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009767: [BP] photosynthetic electron transport chain,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009772: [BP] photosynthetic electron transport in photosystem II,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009773: [BP] photosynthetic electron transport in photosystem I,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0009847: [BP] spore germination,605,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0009877: [BP] nodulation,129,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010033: [BP] response to organic substance,331,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010038: [BP] response to metal ion,101,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010045: [BP] response to nickel cation,368,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010124: [BP] phenylacetate catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010125: [BP] mycothiol biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010126: [BP] mycothiol metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010127: [BP] mycothiol-dependent detoxification,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010133: [BP] proline catabolic process to glutamate,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010468: [BP] regulation of gene expression,181,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010498: [BP] proteasomal protein catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010499: [BP] proteasomal ubiquitin-independent protein catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0010501: [BP] RNA secondary structure unwinding,24,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0010525: [BP] regulation of transposition, RNA-mediated",Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0010608: [BP] posttranscriptional regulation of gene expression,114,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0010795: [BP] regulation of ubiquinone biosynthetic process,661,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0010972: [BP] negative regulation of G2/M transition of mitotic cell cycle,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0010974: [BP] negative regulation of barrier septum assembly,556,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0012501: [BP] programmed cell death,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0015031: [BP] protein transport,88,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015074: [BP] DNA integration,65,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015628: [BP] protein secretion by the type II secretion system,7,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015671: [BP] oxygen transport,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015675: [BP] nickel cation transport,220,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015684: [BP] ferrous iron transport,19,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015693: [BP] magnesium ion transport,133,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015700: [BP] arsenite transport,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015716: [BP] organic phosphonate transport,105,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015734: [BP] taurine transport,4,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015749: [BP] monosaccharide transport,36,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015753: [BP] D-xylose transport,463,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015757: [BP] galactose transport,71,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015774: [BP] polysaccharide transport,706,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0015777: [BP] teichoic acid transport,493,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015794: [BP] glycerol-3-phosphate transport,618,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0015803: [BP] branched-chain amino acid transport,278,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015807: [BP] L-amino acid transport,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015821: [BP] methionine transport,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015833: [BP] peptide transport,74,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015846: [BP] polyamine transport,615,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0015847: [BP] putrescine transport,87,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015871: [BP] choline transport,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015886: [BP] heme transport,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015888: [BP] thiamine transport,515,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015889: [BP] cobalamin transport,167,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015891: [BP] siderophore transport,309,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015914: [BP] phospholipid transport,330,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015920: [BP] lipopolysaccharide transport,663,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0015936: [BP] coenzyme A metabolic process,224,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015937: [BP] coenzyme A biosynthetic process,44,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015940: [BP] pantothenate biosynthetic process,16,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015941: [BP] pantothenate catabolic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015942: [BP] formate metabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015944: [BP] formate oxidation,93,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015948: [BP] methanogenesis,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015949: [BP] nucleobase-containing small molecule interconversion,41,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015968: [BP] stringent response,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0015969: [BP] guanosine tetraphosphate metabolic process,43,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015970: [BP] guanosine tetraphosphate biosynthetic process,20,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015974: [BP] guanosine pentaphosphate catabolic process,121,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015976: [BP] carbon utilization,160,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015977: [BP] carbon fixation,329,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015979: [BP] photosynthesis,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015986: [BP] ATP synthesis coupled proton transport,199,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015990: [BP] electron transport coupled proton transport,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015991: [BP] ATP hydrolysis coupled proton transport,243,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015992: [BP] proton transport,164,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0015995: [BP] chlorophyll biosynthetic process,19,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016024: [BP] CDP-diacylglycerol biosynthetic process,90,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016032: [BP] viral process,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0
GO:0016036: [BP] cellular response to phosphate starvation,56,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016042: [BP] lipid catabolic process,18,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016051: [BP] carbohydrate biosynthetic process,18,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016052: [BP] carbohydrate catabolic process,85,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016075: [BP] rRNA catabolic process,32,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016114: [BP] terpenoid biosynthetic process,42,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016117: [BP] carotenoid biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016192: [BP] vesicle-mediated transport,509,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016197: [BP] endosomal transport,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016226: [BP] iron-sulfur cluster assembly,94,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016236: [BP] macroautophagy,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016255: [BP] attachment of GPI anchor to protein,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016260: [BP] selenocysteine biosynthetic process,75,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016310: [BP] phosphorylation,235,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016311: [BP] dephosphorylation,27,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016480: [BP] negative regulation of transcription from RNA polymerase III promoter,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016485: [BP] protein processing,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016539: [BP] intein-mediated protein splicing,29,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016559: [BP] peroxisome fission,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016567: [BP] protein ubiquitination,229,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016568: [BP] chromatin modification,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016573: [BP] histone acetylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016579: [BP] protein deubiquitination,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016598: [BP] protein arginylation,10,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016925: [BP] protein sumoylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016973: [BP] poly(A)+ mRNA export from nucleus,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0016998: [BP] cell wall macromolecule catabolic process,483,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0016999: [BP] antibiotic metabolic process,478,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017000: [BP] antibiotic biosynthetic process,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017001: [BP] antibiotic catabolic process,61,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017003: [BP] protein-heme linkage,203,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017004: [BP] cytochrome complex assembly,191,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017013: [BP] protein flavinylation,740,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0017038: [BP] protein import,87,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017148: [BP] negative regulation of translation,35,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0017183: [BP] peptidyl-diphthamide biosynthetic process from peptidyl-histidine,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0017196: [BP] N-terminal peptidyl-methionine acetylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0018055: [BP] peptidyl-lysine lipoylation,168,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018105: [BP] peptidyl-serine phosphorylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0018106: [BP] peptidyl-histidine phosphorylation,407,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018107: [BP] peptidyl-threonine phosphorylation,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0018117: [BP] protein adenylylation,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1
GO:0018160: [BP] peptidyl-pyrromethane cofactor linkage,36,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018189: [BP] pyrroloquinoline quinone biosynthetic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018193: [BP] peptidyl-amino acid modification,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018298: [BP] protein-chromophore linkage,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018307: [BP] enzyme active site formation,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018339: [BP] peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid,62,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0018364: [BP] peptidyl-glutamine methylation,193,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019058: [BP] viral life cycle,73,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019068: [BP] virion assembly,267,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019069: [BP] viral capsid assembly,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019076: [BP] viral release from host cell,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0019217: [BP] regulation of fatty acid metabolic process,185,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019242: [BP] methylglyoxal biosynthetic process,40,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019243: [BP] methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,205,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019249: [BP] lactate biosynthetic process,273,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019251: [BP] anaerobic cobalamin biosynthetic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019253: [BP] reductive pentose-phosphate cycle,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019262: [BP] N-acetylneuraminate catabolic process,375,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019264: [BP] glycine biosynthetic process from serine,87,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019277: [BP] UDP-N-acetylgalactosamine biosynthetic process,46,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019281: [BP] L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,7,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019284: [BP] L-methionine biosynthetic process from S-adenosylmethionine,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019285: [BP] glycine betaine biosynthetic process from choline,0,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019287: [BP] isopentenyl diphosphate biosynthetic process, mevalonate pathway",0,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019288: [BP] isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",45,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019290: [BP] siderophore biosynthetic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019294: [BP] keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,234,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019299: [BP] rhamnose metabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019301: [BP] rhamnose catabolic process,193,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019303: [BP] D-ribose catabolic process,49,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019305: [BP] dTDP-rhamnose biosynthetic process,425,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019310: [BP] inositol catabolic process,9,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019316: [BP] D-allose catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0019318: [BP] hexose metabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019324: [BP] L-lyxose metabolic process,236,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019333: [BP] denitrification pathway,436,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019343: [BP] cysteine biosynthetic process via cystathionine,116,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019344: [BP] cysteine biosynthetic process,546,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019350: [BP] teichoic acid biosynthetic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019354: [BP] siroheme biosynthetic process,20,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019357: [BP] nicotinate nucleotide biosynthetic process,269,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019358: [BP] nicotinate nucleotide salvage,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019363: [BP] pyridine nucleotide biosynthetic process,767,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0019370: [BP] leukotriene biosynthetic process,144,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019379: [BP] sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019380: [BP] 3-phenylpropionate catabolic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019388: [BP] galactose catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019394: [BP] glucarate catabolic process,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1
GO:0019402: [BP] galactitol metabolic process,3,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019419: [BP] sulfate reduction,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019427: [BP] acetyl-CoA biosynthetic process from acetate,65,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019428: [BP] allantoin biosynthetic process,17,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019430: [BP] removal of superoxide radicals,152,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019432: [BP] triglyceride biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0019439: [BP] aromatic compound catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019441: [BP] tryptophan catabolic process to kynurenine,551,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019464: [BP] glycine decarboxylation via glycine cleavage system,26,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019475: [BP] L-lysine catabolic process to acetate,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019477: [BP] L-lysine catabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019478: [BP] D-amino acid catabolic process,51,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019491: [BP] ectoine biosynthetic process,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0019509: [BP] L-methionine biosynthetic process from methylthioadenosine,33,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019512: [BP] lactose catabolic process via tagatose-6-phosphate,54,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019516: [BP] lactate oxidation,23,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019518: [BP] L-threonine catabolic process to glycine,931,TRUE,TRUE,TRUE,TRUE,0,0,0
GO:0019521: [BP] D-gluconate metabolic process,553,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019529: [BP] taurine catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019538: [BP] protein metabolic process,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019544: [BP] arginine catabolic process to glutamate,2,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019545: [BP] arginine catabolic process to succinate,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019546: [BP] arginine deiminase pathway,14,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019547: [BP] arginine catabolic process to ornithine,11,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019551: [BP] glutamate catabolic process to 2-oxoglutarate,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019553: [BP] glutamate catabolic process via L-citramalate,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019556: [BP] histidine catabolic process to glutamate and formamide,395,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019557: [BP] histidine catabolic process to glutamate and formate,395,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019563: [BP] glycerol catabolic process,193,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019569: [BP] L-arabinose catabolic process to xylulose 5-phosphate,6,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019572: [BP] L-arabinose catabolic process,303,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019594: [BP] mannitol metabolic process,15,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019605: [BP] butyrate metabolic process,105,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019614: [BP] catechol-containing compound catabolic process,21,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019619: [BP] 3,4-dihydroxybenzoate catabolic process",0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019627: [BP] urea metabolic process,118,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019629: [BP] propionate catabolic process, 2-methylcitrate cycle",27,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019632: [BP] shikimate metabolic process,9,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019634: [BP] organic phosphonate metabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019645: [BP] anaerobic electron transport chain,27,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019646: [BP] aerobic electron transport chain,673,FALSE,FALSE,FALSE,TRUE,0,0,0
GO:0019647: [BP] formaldehyde assimilation via ribulose monophosphate cycle,173,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019652: [BP] lactate fermentation to propionate and acetate,763,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0019670: [BP] anaerobic glutamate catabolic process,1,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019673: [BP] GDP-mannose metabolic process,67,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019674: [BP] NAD metabolic process,30,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019679: [BP] propionate metabolic process, methylcitrate cycle",47,FALSE,FALSE,FALSE,FALSE,0,0,0
"GO:0019684: [BP] photosynthesis, light reaction",0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019700: [BP] organic phosphonate catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019740: [BP] nitrogen utilization,60,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019748: [BP] secondary metabolic process,728,FALSE,FALSE,TRUE,TRUE,0,0,0
GO:0019752: [BP] carboxylic acid metabolic process,6,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019805: [BP] quinolinate biosynthetic process,252,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019835: [BP] cytolysis,344,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019854: [BP] L-ascorbic acid catabolic process,72,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019856: [BP] pyrimidine nucleobase biosynthetic process,366,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019877: [BP] diaminopimelate biosynthetic process,29,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019878: [BP] lysine biosynthetic process via aminoadipic acid,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0019915: [BP] lipid storage,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0019932: [BP] second-messenger-mediated signaling,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0019941: [BP] modification-dependent protein catabolic process,0,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0022900: [BP] electron transport chain,117,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0022904: [BP] respiratory electron transport chain,180,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0023014: [BP] signal transduction by protein phosphorylation,127,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030001: [BP] metal ion transport,31,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030004: [BP] cellular monovalent inorganic cation homeostasis,506,FALSE,FALSE,FALSE,FALSE,0,0,0
GO:0030010: [BP] establishment of cell polarity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
GO:0030011: [BP] maintenance of cell polarity,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0
