source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Corynebacterium,3209,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Corynebacterium,3227,Corynebacterium hansenii,"JCM 15293, DSM 45109, CCUG 53252, CIP 108444","Human liposarcoma pus###Human liposarcoma,77-yr-old patient###human liposarcoma of an 77-year-old patient",France,Europe,#Host,#Human,
bacdive,Corynebacterium,3227,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,10843,Rhodococcus hoagii,"DSM 20307, ATCC 25729, ATCC 6939, CCUG 892, CIP 54.72, DSM 43349, HAMBI 2061, JCM 1311, JCM 3209, LMG 18452, NBRC 101255, NBRC 14956, NCTC 1621, NRRL B-16538, VKM Ac-953, WDCM 00028, ACM 4987, BCRC 12859, CCM 3429, CCUG 20987, CCUG 23606, CECT 555, CGMCC 4.1824, IAM 12426, IFM 0162, IFO 14956, IMET 7467, IMSNU 22213, KACC 20051, KCTC 9082, LMG 5358, NBIMCC 1230, NCAIM B.02034, NCIMB 12828, PCM 559",lung abscess of foal,,,#Host Body-Site,#Other,#Abscess
bacdive,Corynebacterium,10843,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,10843,,,,,,#Host,#Mammals,#Equidae (Horse)
bacdive,Corynebacterium,10845,Rhodococcus hoagii,"DSM 43950, ATCC 25694, ATCC 25734, IMET 7466, NCTC 4219",soil,Australia,Australia and Oceania,#Environmental,#Terrestrial,#Soil
bacdive,Corynebacterium,10847,Rhodococcus hoagii,"DSM 46064, IMET 7468, Tsukamura PO11",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Corynebacterium,157816,Rhodococcus hoagii,DSM 104936,Clinical case of foal pneumonia [horse],Canada,North America,#Host,#Juvenile,
bacdive,Corynebacterium,157816,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,157816,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,157816,,,,,,#Host,#Mammals,#Equidae (Horse)
bacdive,Corynebacterium,3240,Corynebacterium humireducens,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",MFC (fuel cell) fed with artificial wastewater###microbial fuel cell,China,Asia,#Host,#Microbial,
bacdive,Corynebacterium,132469,Corynebacterium ihumii,DSM 45751,human feces of 62 year-old French male with respiratory distress,France,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Corynebacterium,132469,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,3162,Corynebacterium imitans,"LMG 19048, DSM 44264, CCUG 36877, IFO 16163, NBRC 100416, NBRC 16163, NCTC 13015, JCM 10386, ATCC 700354, CCM 4676, CIP 105130","Human nasopharynx,5-month-old boy###human throat",Poland,Europe,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,3162,,,,,,#Host,#Human,
bacdive,Corynebacterium,144547,Corynebacterium imitans,CCUG 25620,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144547,,,,,,#Host,#Human,
bacdive,Corynebacterium,150758,Corynebacterium imitans,CCUG 42205,"Human blood,high fever,sepsis",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,150758,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,150758,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150758,,,,,,#Host,#Human,
bacdive,Corynebacterium,155821,Corynebacterium imitans,CCUG 59394 A,"Environment,industry",Sweden,Europe,#Engineered,#Industrial,
bacdive,Corynebacterium,132470,Corynebacterium jeddahense,"DSM 45997, CSUR P778",human feces of 24 year-old male who suffered from morbid obesity,Saudi Arabia,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Corynebacterium,132470,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,3140,Corynebacterium jeikeium,"DSM 7112, ATCC 43216",blood,,,#Infection,#Patient,
bacdive,Corynebacterium,3140,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,3141,Corynebacterium jeikeium,"DSM 7113, ATCC 43217",blood,,,#Infection,#Patient,
bacdive,Corynebacterium,3141,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,3142,Corynebacterium jeikeium,"DSM 7171, ATCC 43734, CIP 103337, DSM 46361, IFO 15298, IMET 11513, NBRC 15298, NCTC 11913, CCUG 27192, LMG 19049, JCM 9384, NCIMB 14491",Blood###Human blood###blood culture,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,3142,,,,,,#Infection,#Patient,#Blood culture
bacdive,Corynebacterium,142311,Corynebacterium jeikeium,CCUG 11623 A,"Human endocarditis,autopsy BBH patient",,,#Infection,#Patient,
bacdive,Corynebacterium,142311,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,142311,,,,,,#Host Body-Site,#Organ,#Heart
bacdive,Corynebacterium,142311,,,,,,#Host,#Human,
bacdive,Corynebacterium,142413,Corynebacterium jeikeium,CCUG 12418,Human blood,Canada,North America,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,142413,,,,,,#Host,#Human,
bacdive,Corynebacterium,142724,Corynebacterium jeikeium,CCUG 14246,"Human,clot",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,142724,,,,,,#Host,#Human,
bacdive,Corynebacterium,143633,Corynebacterium jeikeium,CCUG 20665,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,143633,,,,,,#Host,#Human,
bacdive,Corynebacterium,143664,Corynebacterium jeikeium,CCUG 20880,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,143664,,,,,,#Host,#Human,
bacdive,Corynebacterium,144911,Corynebacterium jeikeium,CCUG 27047,Human peritoneal dialysis fluid,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144911,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,144911,,,,,,#Host Body-Site,#Other,#Abdomen
bacdive,Corynebacterium,144911,,,,,,#Host,#Human,
bacdive,Corynebacterium,145008,Corynebacterium jeikeium,"CCUG 27385, NCTC 11915","Human axilla,bone marrow transplant cancer patient",United Kingdom,Europe,#Infection,#Patient,
bacdive,Corynebacterium,145008,,,,,,#Host Body-Site,#Limb,#Arm
bacdive,Corynebacterium,145008,,,,,,#Host,#Human,
bacdive,Corynebacterium,145872,Corynebacterium jeikeium,CCUG 29865,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,145872,,,,,,#Host,#Human,
bacdive,Corynebacterium,146036,Corynebacterium jeikeium,CCUG 30236,"Human blood,valve operation",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146036,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,146036,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,146036,,,,,,#Host,#Human,
bacdive,Corynebacterium,146470,Corynebacterium jeikeium,CCUG 31240 A,"Human,44-yr-old man,immunocompromised patient",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146470,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,146588,Corynebacterium jeikeium,CCUG 31528,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,146588,,,,,,#Host,#Human,
bacdive,Corynebacterium,146689,Corynebacterium jeikeium,CCUG 31953,"Human wound,leg",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146689,,,,,,#Host Body-Site,#Limb,#Leg
bacdive,Corynebacterium,146689,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,146689,,,,,,#Host,#Human,
bacdive,Corynebacterium,146962,Corynebacterium jeikeium,CCUG 32550,"Human prothesis,joint",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146962,,,,,,#Host Body-Site,#Limb,#Joint
bacdive,Corynebacterium,146962,,,,,,#Host,#Human,
bacdive,Corynebacterium,146962,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Corynebacterium,147186,Corynebacterium jeikeium,CCUG 33019,Human sternum section (?),Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,147186,,,,,,#Host Body-Site,#Other,#Thoracic segment
bacdive,Corynebacterium,147186,,,,,,#Host,#Human,
bacdive,Corynebacterium,147204,Corynebacterium jeikeium,CCUG 33046,"Human blood,cholangitis op,fever 40°C",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,147204,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,147204,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,147204,,,,,,#Host,#Human,
bacdive,Corynebacterium,147739,Corynebacterium jeikeium,CCUG 34122,Human drain,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,147739,,,,,,#Host Body Product,#Fluids,
bacdive,Corynebacterium,147739,,,,,,#Host,#Human,
bacdive,Corynebacterium,147783,Corynebacterium jeikeium,CCUG 34219,Human abscess,,,#Infection,#Patient,
bacdive,Corynebacterium,147783,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Corynebacterium,147783,,,,,,#Host,#Human,
bacdive,Corynebacterium,147784,Corynebacterium jeikeium,CCUG 34220,Human catheter,,,#Infection,#Patient,
bacdive,Corynebacterium,147784,,,,,,#Infection,#Medical device,#Catheter
bacdive,Corynebacterium,147784,,,,,,#Host,#Human,
bacdive,Corynebacterium,147785,Corynebacterium jeikeium,CCUG 34221,Human skin,,,#Host Body-Site,#Organ,"#Skin, Nail, Hair"
bacdive,Corynebacterium,147785,,,,,,#Host,#Human,
bacdive,Corynebacterium,147817,Corynebacterium jeikeium,CCUG 34281,Human peritoneal dialysis fluid,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,147817,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,147817,,,,,,#Host Body-Site,#Other,#Abdomen
bacdive,Corynebacterium,147817,,,,,,#Host,#Human,
bacdive,Corynebacterium,149196,Corynebacterium jeikeium,CCUG 37251,"Human wound,fistule,treated for lung cancer",Norway,Europe,#Infection,#Patient,
bacdive,Corynebacterium,149196,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,149196,,,,,,#Host,#Human,
bacdive,Corynebacterium,150662,Corynebacterium jeikeium,CCUG 41893,"Human wound,sternum",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,150662,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,150662,,,,,,#Host,#Human,
bacdive,Corynebacterium,151102,Corynebacterium jeikeium,CCUG 43278,Human osteitis,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,151102,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,151102,,,,,,#Host Body-Site,#Other,#Bone
bacdive,Corynebacterium,151102,,,,,,#Host,#Human,
bacdive,Corynebacterium,156319,Corynebacterium jeikeium,CCUG 61137,"Human tissue,68-yr-old man,shoulder",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,156319,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,3184,Corynebacterium kroppenstedtii,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950","Sputum of an 82-year-old female with pulmonary disease###Human sputum,82-yr-old woman,pulmonary disease###human sputum of a 82-year-old woman with pulmonary disease",Sweden,Europe,#Host Body Product,#Fluids,#Sputum
bacdive,Corynebacterium,3184,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,3185,Corynebacterium kroppenstedtii,DSM 44799,wound swab from sternum,Germany,Europe,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,3185,,,,,,#Host Body-Site,#Other,#Bone
bacdive,Corynebacterium,3185,,,,,,#Infection,#Patient,#Swab
bacdive,Corynebacterium,3186,Corynebacterium kroppenstedtii,DSM 44800,blood culture,Germany,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,3186,,,,,,#Infection,#Patient,#Blood culture
bacdive,Corynebacterium,151641,Corynebacterium kroppenstedtii,CCUG 44504,"Human wound,66-yr-old man,sternum",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,151641,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,151641,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,153339,Corynebacterium kroppenstedtii,CCUG 49276,Human clinical sample,France,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153339,,,,,,#Host,#Human,
bacdive,Corynebacterium,154272,Corynebacterium kroppenstedtii,CCUG 52944,"Human eye,72-yr-old man,keratitis",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,154272,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,154272,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,154272,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,156328,Corynebacterium kroppenstedtii,CCUG 61180,"Human sternum,67-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,156328,,,,,,#Host Body-Site,#Other,#Thoracic segment
bacdive,Corynebacterium,156328,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,156929,Corynebacterium kroppenstedtii,CCUG 67109,"Industry,aseptic area",Sweden,Europe,#Engineered,#Industrial,
bacdive,Corynebacterium,156929,,,,,,#Engineered,#Built environment,#Clean room
bacdive,Corynebacterium,159405,Corynebacterium kroppenstedtii,DSM 109755,Sebum of facial skin,Germany,Europe,#Host Body Product,#Other,
bacdive,Corynebacterium,159405,,,,,,#Host Body-Site,#Organ,"#Skin, Nail, Hair"
bacdive,Corynebacterium,159405,,,,,,#Host Body-Site,#Other,#Head
bacdive,Corynebacterium,3099,Corynebacterium kutscheri,"DSM 7172, ATCC 43218",rat lung,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,3099,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,3100,Corynebacterium kutscheri,"DSM 7173, ATCC 43219",mouse liver,,,#Host Body-Site,#Organ,#Liver
bacdive,Corynebacterium,3100,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,3101,Corynebacterium kutscheri,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169","Lung abscess of murine###Murine,lung abscess,Swiss mouse###lung abscess of mouse",Switzerland,Europe,#Host Body-Site,#Other,#Abscess
bacdive,Corynebacterium,3101,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,3101,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,144576,Corynebacterium kutscheri,"CCUG 25797, CIP 5479",Human,France,Europe,#Host,#Human,
bacdive,Corynebacterium,146727,Corynebacterium kutscheri,CCUG 32027,"Mouse joint,spontaneous arthritis",Sweden,Europe,#Infection,#Inflammation,
bacdive,Corynebacterium,146727,,,,,,#Host Body-Site,#Limb,#Joint
bacdive,Corynebacterium,146727,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,146750,Corynebacterium kutscheri,CCUG 32062,"Mouse joint,spontaneous outbreak of arthritis",Sweden,Europe,#Infection,#Inflammation,
bacdive,Corynebacterium,146750,,,,,,#Host Body-Site,#Limb,#Joint
bacdive,Corynebacterium,146750,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,23877,Corynebacterium lactis,"DSM 45799, CCUG 63372, CIP 110786, JCM 32211",Raw cow's milk###raw cow milk,Germany,Europe,#Host Body Product,#Fluids,#Milk
bacdive,Corynebacterium,23877,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Corynebacterium,3174,Corynebacterium lipophiloflavum,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127","Patient with bacterial vaginosis###Human vagina,bacterial vaginosis###vaginal swab",Switzerland###Germany,Europe,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Corynebacterium,3174,,,,,,#Infection,#Patient,#Swab
bacdive,Corynebacterium,140633,Corynebacterium lowii,"LMG 28276, CCUG 65815, DSM 107388, NML 130206","eye infection, human###Human eye###human patients with eye specimens",Japan,Asia,#Infection,#Patient,#Specimen
bacdive,Corynebacterium,140633,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,140633,,,,,,#Host,#Human,
bacdive,Corynebacterium,3230,Corynebacterium lubricantis,"DSM 45231, CCM 7546, CCUG 56567, JCM 16607",coolant lubricant,Germany,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Corynebacterium,155515,Corynebacterium lubricantis,CCUG 57955,Coolant lubricant,Germany,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Corynebacterium,155516,Corynebacterium lubricantis,CCUG 57957,Coolant lubricant,Germany,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Corynebacterium,3171,Corynebacterium macginleyi,"DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066","Human eye,corneal ulcer###eye of a patient suffering from a corneal ulcer###human corneal ulcer",France,Europe,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,3171,,,,,,#Host,#Human,
bacdive,Corynebacterium,3171,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,3171,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,3171,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,147229,Corynebacterium macginleyi,CCUG 33105 A,"Human fistle,skin",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,147229,,,,,,#Host Body-Site,#Organ,"#Skin, Nail, Hair"
bacdive,Corynebacterium,147229,,,,,,#Host Body-Site,#Other,#Abscess
bacdive,Corynebacterium,147229,,,,,,#Host,#Human,
bacdive,Corynebacterium,151834,Corynebacterium macginleyi,CCUG 45005,"Human prosthesis cavity,83-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,151834,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,151834,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Corynebacterium,151991,Corynebacterium macginleyi,CCUG 45447,Human keratitis,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,151991,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,151991,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,151991,,,,,,#Host,#Human,
bacdive,Corynebacterium,153206,Corynebacterium macginleyi,CCUG 48743,"Human blood,74-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153206,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,153206,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,154548,Corynebacterium macginleyi,CCUG 54370,"Human eye,89-yr-old man,keratitis",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,154548,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,154548,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,154548,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,154925,Corynebacterium macginleyi,CCUG 55733,"Human eye,44-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,154925,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,154925,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,155002,Corynebacterium macginleyi,CCUG 56026,"Human blood,54-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,155002,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,155002,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,155429,Corynebacterium macginleyi,CCUG 57734,"Human eye,newborn",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,155429,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,155429,,,,,,#Host,#Human,#Child
bacdive,Corynebacterium,155445,Corynebacterium macginleyi,CCUG 57786,"Human eye,61-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,155445,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,155445,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,3223,Corynebacterium marinum,"DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491",coastal sediment close to a coal-fired power station,China,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Corynebacterium,3234,Corynebacterium maris,"DSM 45190, LMG 24561, JCM 17018",Mucus of the coral <I>Fungia granulosa</I>###coral mucus of <i>Fungia granulosa</i>,Israel,Asia,#Host Body Product,#Oral cavity and Airways,#Mucus
bacdive,Corynebacterium,3234,,,,,,#Host,#Invertebrates (Other),#Cnidaria (Corals)
bacdive,Corynebacterium,3232,Corynebacterium massiliense,"DSM 45435, CCUG 53857, CIP 109423, CSUR P19, JCM 32212","Human hip joint fluid of a 84-year-old patient###Human infection,osteoarticular###human infection, osteoarticular",France,Europe,#Host Body-Site,#Other,#Bone
bacdive,Corynebacterium,3232,,,,,,#Host,#Human,
bacdive,Corynebacterium,3232,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,153361,Corynebacterium massiliense,CCUG 49336,"Human blood,71-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153361,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,153361,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,153438,Corynebacterium massiliense,CCUG 49589,"Human blood,84-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153438,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,153438,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,154948,Corynebacterium massiliense,CCUG 55826,"Environment,industry",Sweden,Europe,#Engineered,#Industrial,
bacdive,Corynebacterium,3176,Corynebacterium mastitidis,"DSM 44354, CCUG 36688","Cat eye,conjunctivitis###cat eye, conjunctivitis",Sweden,Europe,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,3176,,,,,,#Host,#Mammals,#Felidae (Cat)
bacdive,Corynebacterium,3176,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,3177,Corynebacterium mastitidis,"DSM 44355, CCUG 36857","Mouse abscess,autopsy###mouse abscess, autopsy",Sweden,Europe,#Host Body-Site,#Other,#Abscess
bacdive,Corynebacterium,3177,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,3178,Corynebacterium mastitidis,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269, IFO 16160, LMG 19040, NBRC 16160",Milk of sheep with subclinical mastidis###udder of a sheep with  subclinical mastitis###sheep mastitis,Spain,Europe,#Host Body-Site,,
bacdive,Corynebacterium,3178,,,,,,#Host,#Mammals,#Caprinae (Sheep/Goat)
bacdive,Corynebacterium,3178,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,145607,Corynebacterium mastitidis,CCUG 28972,"Canine eye,conjunctivitis",Sweden,Europe,#Infection,#Disease,
bacdive,Corynebacterium,145607,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,145607,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Corynebacterium,148232,Corynebacterium mastitidis,CCUG 35080,Cat eye,Sweden,Europe,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,148232,,,,,,#Host,#Mammals,#Felidae (Cat)
bacdive,Corynebacterium,148289,Corynebacterium mastitidis,CCUG 35165,Cat eye,Sweden,Europe,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,148289,,,,,,#Host,#Mammals,#Felidae (Cat)
bacdive,Corynebacterium,151096,Corynebacterium mastitidis,CCUG 43270,"Mouse vagina,healthy animal",Sweden,Europe,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Corynebacterium,151096,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,151839,Corynebacterium mastitidis,CCUG 45029,Mouse eye conjunctivitis,Sweden,Europe,#Infection,#Inflammation,
bacdive,Corynebacterium,151839,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,151839,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,152034,Corynebacterium mastitidis,CCUG 45615 A,Mouse conjunctivitis,Sweden,Europe,#Infection,#Inflammation,
bacdive,Corynebacterium,152034,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,152034,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,152035,Corynebacterium mastitidis,CCUG 45616,"Mouse eye,conjunctivitis",Sweden,Europe,#Infection,#Inflammation,
bacdive,Corynebacterium,152035,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,152035,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Corynebacterium,155675,Corynebacterium mastitidis,CCUG 58913,"Human conjunctival wound,49-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,155675,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,155675,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,155675,,,,,,#Host,#Human,
bacdive,Corynebacterium,156507,Corynebacterium mastitidis,CCUG 62267,"Human eye,32-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,156507,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,156507,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,156865,Corynebacterium mastitidis,CCUG 66186,"Human eye,55-yr-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,156865,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,156865,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,3102,Corynebacterium matruchotii,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",oral calculus,,,#Host Body-Site,#Oral cavity and airways,#Tooth
bacdive,Corynebacterium,152592,Corynebacterium matruchotii,"CCUG 47160, ATCC 33806",Human supragingival plaque in healthy periodontium,,,#Infection,#Patient,
bacdive,Corynebacterium,152592,,,,,,#Host Body-Site,#Oral cavity and airways,#Subgingival plaque
bacdive,Corynebacterium,152592,,,,,,#Host,#Human,
bacdive,Corynebacterium,3103,Corynebacterium minutissimum,"DSM 7174, ATCC 23347, NCTC 10285",toe web of female child,,,#Host,#Human,#Female
bacdive,Corynebacterium,3103,,,,,,#Host,#Human,#Child
bacdive,Corynebacterium,3103,,,,,,#Host Body-Site,#Limb,#Foot
bacdive,Corynebacterium,3103,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,3104,Corynebacterium minutissimum,"DSM 7175, ATCC 23349, NCTC 10289",groin of adult male,,,#Host,#Human,#Male
bacdive,Corynebacterium,3104,,,,,,#Host Body-Site,,
bacdive,Corynebacterium,3104,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,3105,Corynebacterium minutissimum,"DSM 20651, ATCC 23348, NCTC 10288, CCUG 541, JCM 9387, BCRC 14870, CCM 4728, CECT 4158, CIP 100652, IFO 15361, NBRC 15361","Human trunk of female,erythrasma###erythrasma",United Kingdom,Europe,#Host Body-Site,#Organ,"#Skin, Nail, Hair"
bacdive,Corynebacterium,3105,,,,,,#Infection,#Disease,
