feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X69964	Approximate.altitude	 500	-2.20346698890755	1.58524705681552	46	12	0.175112224080197	0.390065902877214
X69964	Approximate.altitude	1600	-2.20346698890755	1.58524705681552	46	12	0.175112224080197	0.390065902877214
X1839799	Approximate.altitude	3100	-2.3712176604619	1.70596912579847	46	35	0.175121210323147	0.390065902877214
X382	Approximate.altitude	3300	-1.83409600818449	1.3198972779435	46	43	0.175235073552005	0.390224715648478
X663	Approximate.altitude	3100	1.97887931300086	1.42586799671342	46	10	0.175756945576231	0.391291810840914
X650	Approximate.altitude	 600	2.66567527085784	1.92192825587116	46	6	0.176017074865769	0.391706075316791
X244366	Spec.subspecies	beringei	-3.37744375108173	2.4351733147429	46	24	0.176028471891926	0.391706075316791
X1255	Approximate.altitude	 600	-2.87488840352278	2.07359670685677	46	45	0.176184237496833	0.391957556265704
X184912	Approximate.altitude	1600	-4.80875821719581	3.47114911749979	46	30	0.176509352829128	0.392110654156672
X58169	Spec.subspecies	beringei	3.56464150847248	2.57291121663405	46	18	0.176479063760428	0.392110654156672
X1064539	Approximate.altitude	3300	-1.78741311003555	1.29024384989064	46	42	0.176515653316411	0.392110654156672
X35814	Approximate.altitude	3100	-2.10046366016708	1.5163524306403	46	46	0.176552441138606	0.392110654156672
X121292	Approximate.altitude	1800	-4.16158867839641	3.00353755909872	46	45	0.176445267038263	0.392110654156672
X587	Spec.subspecies	graueri	-3.70896535993821	2.6762378102048	46	25	0.176346872553396	0.392110654156672
X1850238	Approximate.altitude	 800	3.00849932638973	2.17181112804468	46	8	0.17654004595406	0.392110654156672
X2587865	Spec.subspecies	graueri	-2.1621888060192	1.56177427246857	46	31	0.176783794095748	0.392228455054445
X194963	Approximate.altitude	 400	-2.99304723935823	2.16209658475556	46	43	0.176819394059776	0.392228455054445
X133924	Approximate.altitude	 400	-2.89308479608348	2.08904489223327	46	19	0.176650531185	0.392228455054445
X29394	Approximate.altitude	2100	-3.90549740138748	2.82093218737712	46	46	0.176775725620052	0.392228455054445
X634157	Approximate.altitude	3300	-2.18351357181661	1.57712519804642	46	14	0.176769915095142	0.392228455054445
X727	Approximate.altitude	3100	-2.94953002782608	2.13221670163314	46	26	0.177125583782956	0.39281261541416
X1619313	Approximate.altitude	 500	-3.76377952818993	2.72126218952702	46	17	0.177190992984283	0.392815836059013
X2755405	Spec.subspecies	graueri	-1.20149213695066	0.868739637570225	46	6	0.177212728832906	0.392815836059013
X524	Approximate.altitude	 500	-2.69640711291026	1.95269921834213	46	7	0.177871448472221	0.393895033718194
X524	Approximate.altitude	1600	-2.69640711291026	1.95269921834213	46	7	0.177871448472221	0.393895033718194
X524	Approximate.altitude	1800	-2.69640711291026	1.95269921834213	46	7	0.177871448472221	0.393895033718194
X652716	Approximate.altitude	1600	-4.47553255464317	3.24048385855181	46	39	0.17778944894591	0.393895033718194
X29288	Approximate.altitude	 600	-3.64876356335362	2.6431222545863	46	31	0.177989170358658	0.394060544276303
X361575	Approximate.altitude	 700	1.03771073783971	0.751857943126674	46	9	0.1780743068907	0.394153849728136
X2714924	Approximate.altitude	1800	-4.84133362211432	3.50938975276187	46	28	0.178274844103328	0.394502479058487
X76629	Spec.subspecies	graueri	-1.50478678964203	1.09174181376791	46	15	0.178641426024435	0.395218290007726
X412963	Approximate.altitude	 700	-3.56612297427413	2.58816435514051	46	26	0.178787367926515	0.395445739240118
X43770	Approximate.altitude	 600	2.96872596247861	2.15640732546457	46	7	0.179141491280717	0.395827113856846
X2058136	Approximate.altitude	1800	2.74051805627671	1.99080435896042	46	6	0.179175667812599	0.395827113856846
X1184	Approximate.altitude	1800	-4.43531199687795	3.22142467409112	46	33	0.179105711465747	0.395827113856846
X1134687	Approximate.altitude	1600	-4.44569116212988	3.22935389259354	46	20	0.179156686796194	0.395827113856846
X1134687	Approximate.altitude	1800	-4.44569116212988	3.22935389259354	46	20	0.179156686796194	0.395827113856846
X1853699	Approximate.altitude	1600	-4.39807427990655	3.19593828939977	46	24	0.179311427678689	0.39603159936358
X1756988	Spec.subspecies	graueri	2.36108513148885	1.71801741713193	46	25	0.179874703599654	0.397018666232214
X869886	Approximate.altitude	1300	-3.77184351175009	2.74429310219353	46	39	0.179836728660859	0.397018666232214
X2716717	Approximate.altitude	 600	1.60655980768734	1.16903298100604	46	13	0.179888256929387	0.397018666232214
X35746	Approximate.altitude	 600	-3.34388013905346	2.43426478563146	46	33	0.180070216985804	0.397229006093805
X654	Approximate.altitude	1300	-3.89999970068507	2.83895541858383	46	13	0.180047750538682	0.397229006093805
X1163710	Approximate.altitude	 650	-3.85798099512757	2.81179476307537	46	14	0.180562659681216	0.398219500591145
X1795630	Approximate.altitude	 700	2.6052610458709	1.89996470483284	46	18	0.18082613630594	0.398704669950182
X192	Approximate.altitude	2100	-3.40631240393593	2.48450490220389	46	46	0.180885607733666	0.398739901827904
X587	Approximate.altitude	 800	7.5271270369524	5.49397514288814	46	25	0.181179746150361	0.399196326052995
X34038	Approximate.altitude	3300	-2.13383841804139	1.55734754617456	46	22	0.181147183400023	0.399196326052995
X56956	Spec.subspecies	beringei	1.24271341358512	0.907869235243228	46	8	0.181564510843847	0.399947966222101
X755307	Approximate.altitude	3100	-1.5	1.09625663628069	46	7	0.181728945375223	0.400214021426867
X292414	Approximate.altitude	 800	-3.88117402809193	2.83721847743523	46	20	0.181834934989869	0.400351268969048
X172827	Spec.subspecies	graueri	-0.949163023126051	0.694068275965752	46	10	0.181963415944619	0.400537958554686
X137722	Approximate.altitude	 700	-2.62274692296473	1.91832132638088	46	44	0.182064476059391	0.400664214237278
X2847989	Approximate.altitude	 550	2.72717449020279	1.99570925724784	46	46	0.182278570271196	0.40103910061107
X83986	Approximate.altitude	 500	-4.03587891773493	2.95486571777605	46	25	0.182488746931743	0.401323919173006
X1363	Approximate.altitude	3300	2.73884317168009	2.00527424933236	46	26	0.182495573629173	0.401323919173006
X2291939	Approximate.altitude	1800	-2.40733128278235	1.76322777128442	46	12	0.182657649479474	0.401584012093001
X348824	Approximate.altitude	 700	-3.4171548693517	2.50352047758379	46	38	0.182768949608901	0.401636081019751
X1232667	Approximate.altitude	 800	-3.53164090133758	2.58724438538417	46	18	0.182743966516661	0.401636081019751
X1747	Approximate.altitude	3300	-2.53603961400442	1.85864155656707	46	30	0.182918578748221	0.401868566969492
X1842534	Approximate.altitude	3300	-2.0334864654462	1.491347676818	46	44	0.18320990564138	0.402315788004831
X948107	Approximate.altitude	1800	-3.15375953205969	2.31282495592786	46	32	0.183186997652318	0.402315788004831
X2267833	Approximate.altitude	 700	-2.54144278325886	1.86421358980394	46	20	0.183285907446329	0.402336362200867
X121292	Approximate.altitude	 500	-4.09445518535673	3.00353755909871	46	45	0.183307044602206	0.402336362200867
X340146	Approximate.altitude	 550	6.28540221886224	4.61123630850393	46	17	0.183353365717882	0.40234170821004
X293958	Approximate.altitude	 500	-4.6447090125182	3.40864902440043	46	39	0.183489803202732	0.402543875309746
X2579971	Spec.subspecies	beringei	-2.35916395505522	1.73151543356424	46	44	0.183533311386861	0.402543875309746
X45361	Approximate.altitude	 800	-5.2698760856057	3.86931463423652	46	40	0.183695173030844	0.402609932189045
X45361	Approximate.altitude	2100	-5.2698760856057	3.86931463423651	46	40	0.183695173030844	0.402609932189045
X553	Approximate.altitude	 650	-4.80735492205761	3.52901000386645	46	25	0.183610086761259	0.402609932189045
X375549	Approximate.altitude	 700	-3.13351148275331	2.30180517889469	46	38	0.18389451512558	0.402950505418575
X283699	Approximate.altitude	 400	-4.08746284125034	3.00410379372492	46	28	0.184113732034882	0.403238102077353
X283699	Approximate.altitude	 650	-4.08746284125034	3.00410379372492	46	28	0.184113732034882	0.403238102077353
X396	Approximate.altitude	3100	-2.61375592340476	1.92148124400283	46	43	0.184221494720525	0.403377755815088
X2772401	Approximate.altitude	 500	-5.18166133399208	3.81126471620506	46	33	0.184445870837931	0.403676233908367
X274	Approximate.altitude	 500	3.37325186241398	2.48090736618626	46	17	0.184408323081959	0.403676233908367
X37329	Approximate.altitude	1800	-3.25480461484886	2.39471259319738	46	46	0.184571721662923	0.403758898641298
X69966	Approximate.altitude	 500	3.85846969640384	2.8387128890325	46	11	0.184550056781094	0.403758898641298
X110321	Approximate.altitude	1800	-3.34912195569438	2.46495187025344	46	34	0.184717823708222	0.403885763834242
X172827	Approximate.altitude	1600	1.74164427348663	1.28181356870351	46	10	0.184705984420422	0.403885763834242
X729	Approximate.altitude	2100	5.53197819274066	4.07287133687838	46	13	0.184857828468516	0.403902900714814
X375549	Approximate.altitude	3100	-2.65501073046001	1.95471085585316	46	38	0.184853917506665	0.403902900714814
X2220096	Approximate.altitude	 500	-5.13815795595796	3.78290794563893	46	34	0.184855955627399	0.403902900714814
X244366	Approximate.altitude	 500	-3.93374512027498	2.89654096762386	46	24	0.184910041065876	0.403920718725744
X2666139	Approximate.altitude	 700	-2.79948015611726	2.06186014265691	46	29	0.185016344057602	0.404006852662356
X652716	Approximate.altitude	 500	-4.39953100792064	3.24048385855181	46	39	0.185037606275003	0.404006852662356
X279113	Approximate.altitude	2100	-4.22354729053324	3.11140410449879	46	46	0.185111771945877	0.404072553619
X2014542	Spec.subspecies	graueri	2.23276044679674	1.64557113367532	46	40	0.185303634244481	0.404395077065794
X373067	Approximate.altitude	1600	3.4304291153079	2.52886648194946	46	9	0.185404681590097	0.404519305287484
X283699	Spec.subspecies	graueri	-2.2725457852553	1.67560903984601	46	28	0.185485794574514	0.404599991591518
X520	Approximate.altitude	3100	-2.12527342927896	1.56862959372492	46	46	0.185923509461146	0.405265509923867
X85085	Spec.subspecies	graueri	1.9362887978644	1.42894683384874	46	34	0.18586488253706	0.405265509923867
X44930	Spec.subspecies	beringei	3.29248125036058	2.43005067058319	46	16	0.185910170011308	0.405265509923867
X712150	Spec.subspecies	graueri	1.19075240362148	0.879317562548228	46	7	0.186138487491739	0.405637664208286
X138074	Approximate.altitude	3300	-2.45138222763461	1.81099679305241	46	34	0.186317825361467	0.40593199213734
X1920114	Approximate.altitude	3100	2.31806543679562	1.71310726880095	46	8	0.186467559905648	0.406161698554285
X1063	Spec.subspecies	graueri	1.73923871768073	1.28576535026919	46	38	0.186608910367933	0.406373038064896
X434010	Approximate.altitude	 500	-5.87354960396714	4.34650713977465	46	21	0.187039348612101	0.407209104107096
X1842727	Approximate.altitude	1800	-1.61543144753822	1.19555967987077	46	5	0.187081669557056	0.407209104107096
X83986	Approximate.altitude	3300	-2.09234999776243	1.54917584748725	46	25	0.187262587288667	0.407506147700569
X451876	Approximate.altitude	 700	-3.12065746855044	2.31168434527024	46	30	0.18747548561151	0.407872627452854
X2364272	Approximate.altitude	 700	-2.98464627147713	2.21134787398087	46	15	0.187556086427682	0.40788005798082
X1457250	Approximate.altitude	 650	-4.32192809488736	3.20223869741824	46	29	0.187567880066224	0.40788005798082
X2812648	Approximate.altitude	3100	-1.66096404744368	1.2313324630976	46	15	0.187803467486243	0.408198717381194
X29284	Approximate.altitude	1800	-3.62505453815894	2.68728181244219	46	36	0.187787264889669	0.408198717381194
X549	Approximate.altitude	 700	-3.49699122775541	2.59343464987199	46	35	0.187966875021923	0.408256240310178
X438	Approximate.altitude	 400	-2.59693514238723	1.92612120037122	46	46	0.18800805481998	0.408256240310178
X187304	Approximate.altitude	1000	-1.99015681269277	1.47599941025825	46	6	0.187984750857927	0.408256240310178
X187304	Approximate.altitude	1300	-1.99015681269277	1.47599941025825	46	6	0.187984750857927	0.408256240310178
X1580	Approximate.altitude	1600	-3.90126596380414	2.89541303233895	46	11	0.188286788959822	0.40876468889028
X83655	Approximate.altitude	 550	4.64385618977473	3.44765492980382	46	18	0.188425057362893	0.408774473711075
X2033869	Approximate.altitude	3100	-2.19059774955194	1.62601153061685	46	39	0.188342084758693	0.408774473711075
X530584	Approximate.altitude	1800	-2.17146257178529	1.61196972214212	46	7	0.188385075485989	0.408774473711075
X173366	Approximate.altitude	 500	-2.61046007183337	1.93827594269798	46	8	0.188477901713882	0.408792382993344
X2052056	Approximate.altitude	3100	-2.07956222165112	1.54428704648059	46	28	0.188534738133659	0.408818940210357
X1138189	Approximate.altitude	 700	-3.71781542484106	2.76196312815279	46	28	0.188706532449966	0.409083968887429
X2813777	Approximate.altitude	1300	2.37138907854776	1.76186661302964	46	7	0.188746202922538	0.409083968887429
X520	Approximate.altitude	1800	-3.36805462663669	2.50326286072434	46	46	0.188901437798397	0.409323654392744
X2735317	Approximate.altitude	 550	2.84799690655495	2.11753846114732	46	18	0.189063976254257	0.409579048747407
X2559073	Approximate.altitude	1600	4.38333178442408	3.25947041537263	46	31	0.189114294453549	0.40959127133242
X294699	Approximate.altitude	 700	3.28379563022956	2.44219460679033	46	31	0.189175040583602	0.409626068037426
X2058152	Approximate.altitude	 650	-3.7882460991099	2.81790602740278	46	46	0.189258263336858	0.409709506085553
X1702325	Approximate.altitude	 500	-5.67537817080154	4.22243534195068	46	31	0.189337253091907	0.409783743235743
X2613770	Spec.subspecies	beringei	-3.39400930431178	2.52562322459335	46	42	0.189423622520448	0.409873913445236
X69964	Approximate.altitude	3100	1.33333333333333	0.993369687898706	46	12	0.189934833912288	0.410883095164666
X134537	Approximate.altitude	 500	-2.95010923883657	2.19932178537421	46	7	0.190210613243451	0.411188611699117
X134537	Approximate.altitude	1600	-2.95010923883657	2.19932178537421	46	7	0.190210613243451	0.411188611699117
X134537	Approximate.altitude	1800	-2.95010923883657	2.19932178537421	46	7	0.190210613243451	0.411188611699117
X2028343	Approximate.altitude	 700	-2.69581781265615	2.01025921300154	46	37	0.190320407005695	0.411328970162238
X168471	Approximate.altitude	 400	-3.05783249368326	2.28066703411145	46	46	0.19040627163314	0.4114175579384
X406548	Approximate.altitude	3100	-1	0.746747570584002	46	7	0.190927280050774	0.412382182756132
X666	Approximate.altitude	 700	1.66331583280783	1.24212143210221	46	8	0.190942666426678	0.412382182756132
X2282419	Approximate.altitude	 550	4.90844104717192	3.66707000977983	46	20	0.191127436799516	0.412684018035319
X2735433	Approximate.altitude	1800	-4.46039528285125	3.33373950847813	46	32	0.191308697621512	0.412978135105727
X2587855	Approximate.altitude	3100	1.96896353186951	1.47249400756958	46	16	0.191564325941408	0.413366478813612
X1731	Approximate.altitude	1300	-3.14179331336468	2.34967623556402	46	12	0.191578770558359	0.413366478813612
X2051957	Approximate.altitude	 800	-1.85199666673077	1.38603349500926	46	5	0.191879772572219	0.413723837004259
X2051957	Approximate.altitude	2100	-1.85199666673077	1.38603349500926	46	5	0.191879772572219	0.413723837004259
X54291	Spec.subspecies	graueri	1.5249122217735	1.14108493067374	46	16	0.191819780455019	0.413723837004259
X651	Approximate.altitude	 650	-4.24792751344358	3.18018900301949	46	19	0.192021145060592	0.413931309173644
X138074	Approximate.altitude	 800	-5.12655064372586	3.8396711534026	46	34	0.192212874591871	0.414123964006177
X444444	Approximate.altitude	 700	-3.04596804155934	2.28158361686152	46	22	0.192254884995774	0.414123964006177
X192	Approximate.altitude	3100	-1.86960734438263	1.40060118097134	46	46	0.192307601185969	0.414123964006177
X37329	Approximate.altitude	 500	-3.19726492736041	2.39471259319738	46	46	0.19221883317383	0.414123964006177
X109328	Approximate.altitude	 800	-1.75134499977564	1.31236791223187	46	5	0.192426711023813	0.414123964006177
X109328	Approximate.altitude	2100	-1.75134499977564	1.31236791223187	46	5	0.192426711023813	0.414123964006177
X485	Spec.subspecies	graueri	1.75033285229141	1.3115596179636	46	15	0.192410302436276	0.414123964006177
X1335	Approximate.altitude	 550	-3.94197305476396	2.95490874081808	46	28	0.192572408016767	0.414294945125073
X1505907	Approximate.altitude	1000	0.646549722334403	0.484732401587641	46	5	0.192641726774453	0.414294945125073
X1505907	Approximate.altitude	1300	0.646549722334403	0.484732401587641	46	5	0.192641726774453	0.414294945125073
X511	Approximate.altitude	 550	-3.5057552328746	2.62871631120444	46	45	0.192703402289263	0.414330392164156
X106592	Spec.subspecies	beringei	-2.89352669292221	2.17079524392352	46	44	0.192931469468396	0.414723496385991
X1155384	Approximate.altitude	3100	-1.84134332139941	1.38206843635915	46	18	0.193133912647913	0.414776290909373
X1688404	Approximate.altitude	 800	-2.87295326930452	2.15599321669739	46	8	0.193058315780433	0.414776290909373
X1688404	Approximate.altitude	2100	-2.87295326930452	2.15599321669739	46	8	0.193058315780433	0.414776290909373
X61858	Approximate.altitude	 400	-1.76553474636298	1.32517777945567	46	8	0.193136996715981	0.414776290909373
X43663	Approximate.altitude	 600	-2.87527643511094	2.15842014378202	46	33	0.193195236408322	0.414804198452342
X240521	Approximate.altitude	 700	-3.51360744248513	2.63871495016548	46	27	0.193377304585725	0.415097899424474
X1882682	Approximate.altitude	1600	-3.81022725486868	2.86217322595861	46	39	0.19348266891109	0.415144349003266
X43663	Approximate.altitude	1000	-3.53925148835988	2.65866320279959	46	33	0.193489507339764	0.415144349003266
X45972	Approximate.altitude	 700	-5.10045060673031	3.83233994426854	46	26	0.193592681986429	0.415268532627884
X408	Approximate.altitude	1800	-4.20056324551116	3.15709538055895	46	36	0.193716914929267	0.415270104244435
X157688	Approximate.altitude	 800	-3.4168997776141	2.56817637471875	46	6	0.193729301467435	0.415270104244435
X157688	Approximate.altitude	2100	-3.4168997776141	2.56817637471875	46	6	0.193729301467436	0.415270104244435
X37931	Approximate.altitude	 700	-2.74682799712153	2.06523920521734	46	39	0.193875084884431	0.415485455404503
X2705547	Approximate.altitude	1800	-2.14080544617285	1.61014806848052	46	15	0.19402432264816	0.415708107043311
X1183413	Approximate.altitude	1800	-4.65414531246768	3.50131262977944	46	35	0.194126352291967	0.415814511540205
X285	Approximate.altitude	2100	-5.64471528724505	4.247017850642	46	34	0.194177298577906	0.415814511540205
X1795630	Approximate.altitude	 400	3.32192809488736	2.49956892116093	46	18	0.194210050001653	0.415814511540205
X1138194	Approximate.altitude	3100	-1.8823276123019	1.41683605155971	46	39	0.194359150332542	0.416036584228052
X554406	Spec.subspecies	graueri	0.691676741244019	0.521318092843279	46	8	0.194933206895375	0.417070627961912
X588	Approximate.altitude	1600	4.04804446772663	3.05100399454428	46	10	0.194931086197959	0.417070627961912
X2575375	Approximate.altitude	 700	-3.10725553724104	2.34336421622562	46	34	0.195196045019973	0.417360093632478
X1969821	Approximate.altitude	3300	-1.72551711392807	1.30119361684323	46	31	0.195155922356823	0.417360093632478
X1598	Approximate.altitude	 500	-3.47281945689783	2.61911196467495	46	10	0.195205069971211	0.417360093632478
X1184	Approximate.altitude	 600	-3.32759310367888	2.51050038188068	46	33	0.195363128828134	0.417600644694879
X1583098	Approximate.altitude	 600	1.32526887472581	0.999980189088253	46	8	0.195420403114205	0.417625700641267
X2009329	Approximate.altitude	1800	-4.35407219172936	3.28754946690929	46	29	0.195709518953974	0.417659420337531
X2831662	Approximate.altitude	 800	-2.74444055265437	2.07159443288212	46	15	0.195583806879813	0.417659420337531
X2831662	Approximate.altitude	2100	-2.74444055265437	2.07159443288212	46	15	0.195583806879813	0.417659420337531
X240495	Approximate.altitude	1800	-3.67162237187029	2.77111941507059	46	26	0.195530163123023	0.417659420337531
X1308	Approximate.altitude	 400	-4.24792751344358	3.20712090281271	46	15	0.195671096176684	0.417659420337531
X1308	Approximate.altitude	 550	-4.24792751344358	3.20712090281271	46	15	0.195671096176684	0.417659420337531
X1296	Approximate.altitude	1000	-5.43622254942767	4.10592155299891	46	29	0.195846241522502	0.417853931179497
X2666139	Approximate.altitude	1800	-3.69556757607506	2.79421112498773	46	29	0.196311029033864	0.418462260401101
X39694	Approximate.altitude	 800	-2.00825303191787	1.51844619452085	46	8	0.196313937825604	0.418462260401101
X39694	Approximate.altitude	2100	-2.00825303191787	1.51844619452085	46	8	0.196313937825604	0.418462260401101
X29394	Approximate.altitude	 800	-3.73099967015535	2.82093218737712	46	46	0.196300388164865	0.418462260401101
X2583231	Approximate.altitude	1800	-5.35961992364096	4.05943666923869	46	27	0.197065707989701	0.419967087598694
X2715959	Approximate.altitude	 800	-3.59712992548807	2.72504969606438	46	46	0.197152403128968	0.420009381284658
X2233851	Approximate.altitude	3100	-1.97843928163017	1.49926103896234	46	46	0.197288922421317	0.420009381284658
X62140	Approximate.altitude	1800	-1.52976759200911	1.15992337623995	46	5	0.197538851547675	0.420009381284658
X2220073	Spec.subspecies	graueri	1.64826254127036	1.2496112287389	46	41	0.197483392207167	0.420009381284658
X414778	Approximate.altitude	 800	-5.04956530703507	3.82900335762977	46	43	0.197566835440862	0.420009381284658
X414778	Approximate.altitude	2100	-5.04956530703507	3.82900335762977	46	43	0.197566835440862	0.420009381284658
X2051906	Approximate.altitude	 400	-4.93598350712884	3.74111098648751	46	42	0.197361453770909	0.420009381284658
X1490	Approximate.altitude	 800	4.78799162332681	3.6296772766946	46	29	0.197449406470899	0.420009381284658
X76629	Approximate.altitude	1300	-2.55410689941154	1.93545137350599	46	15	0.197277562304292	0.420009381284658
X654	Approximate.altitude	 500	-3.89999970068506	2.95746029225144	46	13	0.197589491871807	0.420009381284658
X654	Approximate.altitude	1600	-3.89999970068506	2.95746029225144	46	13	0.197589491871807	0.420009381284658
X817	Spec.subspecies	beringei	-3.57927322986122	2.71490368863802	46	44	0.197695015953063	0.420136278687455
X1891207	Approximate.altitude	3300	-1.65522265150443	1.25563449271504	46	46	0.197742396410579	0.42013958060074
X1873524	Spec.subspecies	graueri	1.6719122062583	1.26883109804707	46	23	0.197926501105577	0.420433309113978
X435	Approximate.altitude	 700	1.94845114161835	1.4788983289382	46	14	0.197985147945235	0.4204604670748
X221822	Approximate.altitude	3100	-1.88728429512809	1.43338650584223	46	45	0.198263332788106	0.420661475353241
X1917485	Spec.subspecies	beringei	-4.01792190799726	3.05158904091331	46	26	0.198261896648566	0.420661475353241
X2714353	Approximate.altitude	3100	-2.02905022766077	1.54081255085222	46	43	0.198194097043838	0.420661475353241
X2104	Spec.subspecies	graueri	2.17899697168311	1.65488316172167	46	39	0.198247999378523	0.420661475353241
X548	Approximate.altitude	 500	-5.02489190994668	3.81827718608312	46	16	0.198478932779208	0.420826747391254
X548	Approximate.altitude	1600	-5.02489190994668	3.81827718608312	46	16	0.198478932779208	0.420826747391254
X548	Approximate.altitude	1800	-5.02489190994668	3.81827718608312	46	16	0.198478932779208	0.420826747391254
X2202148	Approximate.altitude	3300	-1.80536785288153	1.37223777386949	46	45	0.198602393245495	0.420991154051953
X2124	Approximate.altitude	 500	-4.46550731525264	3.39457176883569	46	42	0.198653140346198	0.421001384811361
X2609252	Approximate.altitude	 800	-1.719091175837	1.3071713059118	46	9	0.198773086833202	0.421060919613401
X2609252	Approximate.altitude	2100	-1.719091175837	1.3071713059118	46	9	0.198773086833202	0.421060919613401
X2233851	Approximate.altitude	 700	-2.32118493450756	1.76548199630902	46	46	0.198893608813801	0.421121617922615
X1385664	Approximate.altitude	 800	-3.58641294399216	2.72778391070797	46	12	0.198889710254388	0.421121617922615
X703	Approximate.altitude	 600	-3.87192589450779	2.94686916817987	46	34	0.199175290703935	0.421620656932273
X916	Spec.subspecies	beringei	1.79248125036058	1.3645116739827	46	6	0.199264580443196	0.42168872849738
X1853682	Approximate.altitude	 800	-1.95493645062827	1.48845494436969	46	9	0.199345435133905	0.42168872849738
X1853682	Approximate.altitude	2100	-1.95493645062827	1.48845494436969	46	9	0.199345435133905	0.42168872849738
X2033869	Approximate.altitude	 400	-3.3078985349833	2.51900623152811	46	39	0.199419862483208	0.421748857957567
X1792508	Spec.subspecies	beringei	-2.90375413079774	2.21213862572398	46	25	0.199596314592231	0.422024679931174
X2282419	Approximate.altitude	 600	-3.86240370028666	2.94382468998777	46	20	0.199799323825845	0.42235651391177
X1590	Approximate.altitude	 600	-4.74903329324181	3.62089342415548	46	31	0.199956568348137	0.42259147501515
X373	Approximate.altitude	 700	-3.70695328866058	2.82837353611774	46	34	0.200267774808411	0.423054138120626
X2587862	Approximate.altitude	 650	-2.58496250072116	1.97227558849899	46	14	0.200261431350081	0.423054138120626
X549	Approximate.altitude	 500	-4.60316743014024	3.51459529222142	46	35	0.200568831230311	0.423592500511285
X2074	Approximate.altitude	1000	-3.89604118757765	2.97512710931623	46	17	0.200632741510819	0.42362988810944
X2220096	Approximate.altitude	3300	-2.59628739606414	1.98330150415844	46	34	0.200787912998888	0.423763766785375
X75105	Approximate.altitude	 700	-2.56883896142903	1.96233671084673	46	42	0.200788591068463	0.423763766785375
X2735434	Approximate.altitude	3100	-2.29630181816679	1.754337690449	46	43	0.200836538693021	0.423767407764699
X1283	Spec.subspecies	beringei	-3.48289214233104	2.66181438500801	46	21	0.200991282629072	0.423996336664366
X2714358	Approximate.altitude	3300	-2.00818973280329	1.53499998087361	46	39	0.201057709888547	0.424038896769772
X63	Approximate.altitude	3300	-1.85790172572829	1.4203544702397	46	24	0.201128663651432	0.424090981682689
X2849093	Approximate.altitude	 650	-3.53605290024021	2.70456294805974	46	40	0.201334731964964	0.424266756374452
X2831662	Spec.subspecies	beringei	2.04843076962629	1.5668074142861	46	15	0.201350857001008	0.424266756374452
X121277	Approximate.altitude	1300	1.95800719624142	1.49741452190309	46	6	0.201283713620577	0.424266756374452
X448181	Spec.subspecies	graueri	1.70079305460413	1.30248955474146	46	19	0.201884099047259	0.425292605713528
X1184	Approximate.altitude	1600	-4.2017489916643	3.22142467409112	46	33	0.202384083353077	0.426247938474847
X184912	Approximate.altitude	 700	-3.33994829494107	2.56137553479355	46	30	0.202500915543116	0.42629813862211
X2009329	Approximate.altitude	2100	-4.7654199258254	3.65436240302922	46	29	0.202477599757085	0.42629813862211
X1267768	Approximate.altitude	1600	-4.6966359858051	3.60303873248949	46	33	0.202650996677914	0.426315747655309
X785	Approximate.altitude	 800	-5.57264486499665	4.27550298012844	46	40	0.20269528185313	0.426315747655309
X785	Approximate.altitude	2100	-5.57264486499665	4.27550298012844	46	40	0.202695281853129	0.426315747655309
X210	Approximate.altitude	1000	-3.6284853704812	2.78356943423412	46	35	0.202645592860738	0.426315747655309
X2579971	Approximate.altitude	3300	-1.40720395481282	1.07978958538479	46	44	0.202752128153853	0.426337502503332
X2811423	Approximate.altitude	 400	-4.31049319982507	3.31018068052153	46	37	0.203098568813572	0.426870169390836
X2609253	Approximate.altitude	2100	-4.38977741147156	3.3708590397573	46	33	0.203071624569807	0.426870169390836
X1891207	Approximate.altitude	1000	-2.9919184366609	2.29900502021471	46	46	0.203367064702412	0.42733652284935
X396	Approximate.altitude	1800	-3.9889603606571	3.06635336661522	46	43	0.20354142098875	0.427565804928658
X500	Approximate.altitude	 650	-3.47031993478003	2.66783947404772	46	43	0.203569452281151	0.427565804928658
X373891	Approximate.altitude	1800	-3.34168950079924	2.56985988976981	46	35	0.203724487291338	0.427793426359823
X1596	Approximate.altitude	1000	-5.14765748053913	3.95979041145411	46	13	0.20384516752065	0.427910546930331
X1642	Approximate.altitude	1300	-3.1751707409966	2.44263027245159	46	16	0.203873611364713	0.427910546930331
X353	Spec.subspecies	graueri	2.48622928161693	1.9129911473162	46	39	0.203955762405179	0.427984991927371
X193	Approximate.altitude	3300	-1.70014211609564	1.30856674519317	46	45	0.204096400160581	0.428182104501649
X1292	Approximate.altitude	 650	-3.08746284125034	2.37873167783667	46	13	0.204535163083356	0.429004432658021
X84595	Approximate.altitude	3300	-1.49429738077701	1.15142234787027	46	16	0.204589794763562	0.429020868799712
X379347	Spec.subspecies	graueri	2.22054329065296	1.71151753952113	46	31	0.204715986334648	0.429089200438056
X520	Approximate.altitude	 700	-2.39662727483013	1.84716819461647	46	46	0.204699599001727	0.429089200438056
X1255	Approximate.altitude	 500	-3.45043386708339	2.66079847818162	46	45	0.204935161336017	0.42945041351511
X2735317	Spec.subspecies	graueri	1.53127261976106	1.18110652339363	46	18	0.205034828121833	0.42956108414556
